OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,POC,FAA_ID,Floor,Ceiling,County,Shape__Area,Shape__Length
1498,DOD,USN,,US Territorial Waters Boundaries-6,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-6,Surface,"2,000' MSL",US-Wide,0.045402054280089,2.69357606896961
1499,DOD,USN,,US Territorial Waters Boundaries-7,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-7,Surface,"2,000' MSL",US-Wide,0.0447994078512579,2.68179075656177
1500,DOD,USN,,US Territorial Waters Boundaries-8,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-8,Surface,"2,000' MSL",US-Wide,0.0436800306657237,2.61491865648821
1501,DOD,USN,,US Territorial Waters Boundaries-9,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-9,Surface,"2,000' MSL",US-Wide,0.0441670610229892,2.64421162903846
1502,DOD,USN,,US Territorial Waters Boundaries-10,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-10,Surface,"2,000' MSL",US-Wide,0.050040920756885,2.98786925785343
1503,DOD,USN,,US Territorial Waters Boundaries-11,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-11,Surface,"2,000' MSL",US-Wide,0.0477295036245664,2.84866823467712
1504,DOD,USN,,US Territorial Waters Boundaries-12,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-12,Surface,"2,000' MSL",US-Wide,0.0837551304908857,4.94066662983254
1505,DOD,USN,,US Territorial Waters Boundaries-13,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-13,Surface,"2,000' MSL",US-Wide,0.0572726113940689,3.38234252826096
1506,DOD,USN,,US Territorial Waters Boundaries-14,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-14,Surface,"2,000' MSL",US-Wide,0.0831277334480092,4.88049296368995
1507,DOD,USN,,US Territorial Waters Boundaries-15,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-15,Surface,"2,000' MSL",US-Wide,0.0456249245426079,2.67893147877376
1508,DOD,USN,,US Territorial Waters Boundaries-16,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-16,Surface,"2,000' MSL",US-Wide,0.0791880518531798,4.61814473321937
1509,DOD,USN,,US Territorial Waters Boundaries-17,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-17,Surface,"2,000' MSL",US-Wide,0.0536408704965652,3.14632539650563
1510,DOD,USN,,US Territorial Waters Boundaries-18,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-18,Surface,"2,000' MSL",US-Wide,0.0695363384293159,4.04582687444438
1511,DOD,USN,,US Territorial Waters Boundaries-19,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-19,Surface,"2,000' MSL",US-Wide,0.0706928042649224,4.15364396574813
1512,DOD,USN,,US Territorial Waters Boundaries-20,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-20,Surface,"2,000' MSL",US-Wide,0.0560593692896418,3.27505910946979
1513,DOD,USN,,US Territorial Waters Boundaries-21,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-21,Surface,"2,000' MSL",US-Wide,0.0562695433573026,3.28435153435135
1514,DOD,USN,,US Territorial Waters Boundaries-22,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-22,Surface,"2,000' MSL",US-Wide,0.253504717867827,14.9449338309597
1515,DOD,USN,,US Territorial Waters Boundaries-23,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-23,Surface,"2,000' MSL",US-Wide,0.052627612622473,3.06615215666129
1516,DOD,USN,,US Territorial Waters Boundaries-24,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-24,Surface,"2,000' MSL",US-Wide,0.0508748860986543,2.9635139632778
1517,DOD,USN,,US Territorial Waters Boundaries-25,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-25,Surface,"2,000' MSL",US-Wide,0.0795487840009628,4.59409721473096
1518,DOD,USN,,US Territorial Waters Boundaries-26,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-26,Surface,"2,000' MSL",US-Wide,0.0467362717668038,2.71126661041662
1519,DOD,USN,,US Territorial Waters Boundaries-27,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-27,Surface,"2,000' MSL",US-Wide,0.431008970930861,24.8632151532187
1520,DOD,USN,,US Territorial Waters Boundaries-28,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-28,Surface,"2,000' MSL",US-Wide,0.156396354409026,9.07562726452663
1521,DOD,USN,,US Territorial Waters Boundaries-29,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-29,Surface,"2,000' MSL",US-Wide,0.0469289400164143,2.70155881703995
1522,DOD,USN,,US Territorial Waters Boundaries-30,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-30,Surface,"2,000' MSL",US-Wide,0.0467084194565359,2.68454053120417
1523,DOD,USN,,US Territorial Waters Boundaries-31,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-31,Surface,"2,000' MSL",US-Wide,0.0735530575532266,4.2217614346498
1524,DOD,USN,,US Territorial Waters Boundaries-32,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-32,Surface,"2,000' MSL",US-Wide,0.0561541431397927,3.23252008636231
1525,DOD,USN,,US Territorial Waters Boundaries-33,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-33,Surface,"2,000' MSL",US-Wide,0.0465567090850527,2.66067969446968
1526,DOD,USN,,US Territorial Waters Boundaries-34,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-34,Surface,"2,000' MSL",US-Wide,0.0465792266099925,2.65706465798191
1527,DOD,USN,,US Territorial Waters Boundaries-35,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-35,Surface,"2,000' MSL",US-Wide,0.050037593482557,2.85079407243904
1528,DOD,USN,,US Territorial Waters Boundaries-36,Airspace over waters from US shore to line (12NM),"NATIONAL SECURITY. See FDC 0/0852. Unmanned Aircraft (UA) operations are prohibited within 3,000 ft. laterally and 1,000 ft. above military vessels. Operating in the indicated airspace may result in disruption, seizure, or destruction of UA.", US-Wide,Operators needing to approach military vessels for overriding reasons of public interest or necessity must coordinate and obtain advance authorization from System Operations Security Coordinators at (202)267-8276,20190517-DOD-N/A-US Territorial Waters Boundaries-36,Surface,"2,000' MSL",US-Wide,0.0512594458919011,2.92174802903155
