objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,x_crf1,x_crf2,x_crf3,x_cl1,x_cl2,x_highsec,x_medsec,x_datasec,x_areasec,x_usgsdw_s,x_oswcrdw_,x_crf4,x_oswcr_pe,x_usgs_per,x_wq_score,x_wq_per,x_datacov,globalid,Shape__Area,Shape__Length
18830,06,037,124600,2,060371246002,Block Group 2,0,0,0,NA,NA,0,0,0,4,0,0,0,25,27,0,0,0,05d664ff-ab56-4c0c-b680-078871cc6479,474471.15234375,2919.93214247643
18831,06,037,124600,3,060371246003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,25,27,0,0,0,5dfdf50e-fe31-46f9-93d1-c3ac52d45ce3,710622.21875,3362.04844788709
18832,06,067,008129,2,060670081292,Block Group 2,1,0,1.38,PCE, ,2,0,4,4,0.06,15,50,77,42,56.9,24,100,0e614954-8d1d-437c-9f98-a7eb44d6ecf8,1070312.91015625,6487.85880167439
18833,06,067,008143,2,060670081432,Block Group 2,1,0,1.38,PCE, ,1,0,4,4,0,12,25,75,17,28.45,16,100,3b74e796-c197-48ce-b7d1-27846da5949f,2001802.3984375,5960.43627872652
18834,06,067,008208,2,060670082082,Block Group 2,0,0,0, , ,0,0,2,2,0,1,0,42,17,0,0,100,c1e84849-d4d6-40bd-8ee0-d80ad837206a,1088616.33203125,4169.54807339018
18835,06,067,008600,3,060670086003,Block Group 3,0,1,0, ,VC,0,2,3,20,16.03,25,5,82,79,2.5,1,15,70b1616a-83ef-4b30-bab9-690f8d2588ab,45292855.0273438,31720.9739009385
18836,06,067,009005,1,060670090051,Block Group 1,0,0,0, , ,0,0,2,2,27.63,7,0,69,83,0,0,100,9ff8f875-3311-4fb0-819a-51dd1624f821,1354867.77734375,5584.98668942833
18837,06,067,009606,2,060670096062,Block Group 2,0,0,0, , ,0,0,4,4,0.02,48,0,87,40,0,0,100,add229f3-da82-440e-b525-300659c63c94,607748.51171875,3109.62495325924
18838,06,067,000100,2,060670001002,Block Group 2,0,0,0, , ,0,0,2,2,0.08,2,0,51,43,0,0,100,96968359-a3a2-418a-adaf-f44a45c9d51a,558230.33203125,3115.17532164369
18839,06,039,000603,1,060390006031,Block Group 1,0,0,0, , ,0,0,2,2,507.55,44,0,86,97,0,0,100,8fade21e-86c2-42e0-a08e-ab65c008f534,1074342.2265625,4952.84768436193
18840,06,067,000200,1,060670002001,Block Group 1,0,0,0, , ,0,0,1,1,0,0,0,16,16,0,0,100,a5add15c-0be3-4c34-a6b7-add6efc92d34,502253.8046875,2860.24853638644
18841,06,067,007207,2,060670072072,Block Group 2,1,1,1.21,CR6,CR6,2,0,7,7,377.55,177,28.57,95,96,46.31,20,100,c1f94718-88a1-4f8f-87b6-5308f06f6c01,7287208.09375,11043.1927846083
18842,06,013,316000,1,060133160001,Block Group 1,0,0,0,NA,NA,0,0,0,5,216.31,0,0,24,94,0,0,0,dc4cf109-5136-48d5-8737-5dca6b9cca97,4644592.75,12282.1325494104
18843,06,013,318000,1,060133180001,Block Group 1,0,0,0,NA,NA,0,0,0,4,3.97,5,0,65,67,0,0,0,c459f2cc-9e55-4297-8b86-5f4693a0d6ca,481421.84375,6210.37503590613
18844,06,013,336201,1,060133362011,Block Group 1,0,1,0, ,NO3N,0,1,1,4,7.74,4,12.5,59,73,6.25,3,25,fd9e6d19-367f-47b9-bf78-7bc04332553d,1249207.67578125,7749.35171788267
18845,06,067,006800,2,060670068002,Block Group 2,0,0,0, , ,0,0,1,1,17.44,5,0,64,80,0,0,100,3feb3e08-c9be-4a60-8cc8-952699ad7db5,1303500.29296875,5591.88043482664
18846,06,067,001900,2,060670019002,Block Group 2,0,0,0,NA,NA,0,0,0,1,0.16,1,0,46,45,0,0,0,691cd97e-6098-469d-93be-25657c0c4d87,777484.6875,4496.4226480276
18847,06,067,007602,2,060670076022,Block Group 2,0,0,0, , ,0,0,1,1,4.29,13,0,76,68,0,0,100,164bef08-4e9a-4621-926f-92b1acd9b0e3,1053778.54296875,4120.87211462375
18848,06,013,338204,4,060133382044,Block Group 4,0,0,0,NA,NA,0,0,0,4,8.78,11,0,75,74,0,0,0,8a47a71f-bf52-4fff-9874-2a6609305fe8,753837.25390625,4112.59343799984
18849,06,065,044103,1,060650441031,Block Group 1,1,2,1.48,CR6,"CR6; NO3N",8,1,11,11,19.57,3,77.27,57,81,165.99,56,100,c808b3d6-771a-4a70-be21-9978d5acc960,7871403.36328125,12010.5587438868
18850,06,065,044200,1,060650442001,Block Group 1,0,0,0, , ,0,0,6,6,0.34,4,0,60,48,0,0,100,78a954b8-78d3-4a2d-adb6-8f653c8f48c2,3632645.87890625,7841.25948374591
18851,06,065,044200,2,060650442002,Block Group 2,0,0,0, , ,0,0,4,4,0.02,1,0,42,40,0,0,100,67355c8f-9013-4d72-b38c-63b67ad79f43,2310777.48828125,6526.77454991974
18852,06,039,000603,2,060390006032,Block Group 2,0,0,0, , ,0,0,4,4,324.28,126,0,93,95,0,0,100,0979a249-958c-4b5a-9dd7-0f86e45eac07,821831.76953125,4588.09801824187
18853,06,039,000202,4,060390002024,Block Group 4,0,0,0, , ,0,0,20,33,1274.93,80,0,90,100,0,0,60.61,f807a3bc-94af-4d2b-b2be-9be92fe35c29,74492255.7226563,50117.9752183013
18854,06,039,000108,1,060390001081,Block Group 1,5,3,2.33,"U; ALPHA; AS; PCE; NO3N","ALPHA; U; AS",24,8,58,91,2024.35,1405,30.77,100,100,207.16,62,63.74,7c89f9be-b9c8-4bf5-84a8-b2aea7f04591,260726230.316406,96285.2229339967
18855,06,039,000109,1,060390001091,Block Group 1,7,6,3.22,"ALPHA; AS; PB; U; NO3N; RA-228; F","ALPHA; U; NO3N; AS; PB; F",30,9,83,230,1221.22,970,15,100,100,154.83,51,36.09,53e3496c-e849-4dee-a5f8-ad9b49f7f50e,738383438.054688,173696.156844002
18856,06,039,000106,1,060390001061,Block Group 1,7,4,1.76,"AL; MTBE; RA-228; AS; ALPHA; U; F","AS; BIS2EHP; ALPHA; F",8,1,21,22,99.88,383,38.64,98,91,354.52,79,95.45,4b0697c3-2d82-44e5-ac25-c358f522ed88,44899787.5585938,33274.6137425108
18857,06,039,000106,2,060390001062,Block Group 2,5,5,1.26,"MTBE; ALPHA; U; F; RA-228","ALPHA; AS; U; F; NO3N",10,5,22,23,76.08,168,54.35,94,89,414.45,83,95.65,ecbd17a1-6553-46d5-8f19-4c183cc0665a,44940544.640625,40570.5316997315
18858,06,039,000503,1,060390005031,Block Group 1,3,2,4.53,"TCPR123; DBCP; EDB","TCPR123; DBCP",13,1,19,19,159.88,159,71.05,94,93,316.39,76,100,3741f65b-0a78-4e14-86cf-8a24dc606d76,25342641.7148438,28419.8911461969
18859,06,099,000102,3,060990001023,Block Group 3,2,2,1.33,"NO3N; AS","NO3N; TCPR123",4,3,76,101,989.7,617,5.45,99,99,17.06,9,75.25,1f60b2f5-1d5f-427c-9a20-7d52564bf833,291258029.273438,85790.1862035659
18860,06,065,044300,1,060650443001,Block Group 1,0,0,0, , ,0,0,5,5,0.31,1,0,42,48,0,0,100,d9e33113-bf41-4739-8fb3-4fa24d95c48f,4539264.12890625,8870.95523383644
18861,06,039,000800,6,060390008006,Block Group 6,0,0,0, , ,0,0,2,2,7.18,10,0,73,73,0,0,100,5f801861-235e-4c6b-970d-2c03ae410a23,1062451.65234375,4850.99409619647
18862,06,041,126200,3,060411262003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,4,0,62,38,0,0,0,22c18e69-fcc2-49cb-959f-c425495a792b,633926.40625,5064.00199243968
18863,06,041,127000,1,060411270001,Block Group 1,0,0,0,NA,NA,0,0,0,4,1.04,32,0,84,55,0,0,0,d51a8013-37a8-4689-8aea-06345c52ed65,767789.7265625,6372.4613657763
18864,06,041,127000,2,060411270002,Block Group 2,0,0,0,NA,NA,0,0,0,2,1.03,11,0,75,55,0,0,0,13208f9f-3c3a-4622-8c84-200fafb4014f,532809.0859375,4241.33450720165
18865,06,041,128100,1,060411281001,Block Group 1,0,0,0,NA,NA,0,0,0,2,15.69,7,0,69,79,0,0,0,dae8b818-81ef-453b-baea-bb53d4ba68df,1505588.2265625,5248.06563936193
18866,06,073,017601,1,060730176011,Block Group 1,0,0,0,NA,NA,0,0,0,3,0,0,0,34,35,0,0,0,cafdff85-b1a8-46ac-bd79-de53d98cc99c,1708685.11328125,8735.55549617432
18867,06,073,017702,1,060730177021,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,b0a61170-4429-4c5f-bbfd-5744d6cf1f60,727566.38671875,5294.42531277012
18868,06,073,017702,3,060730177023,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,245a0751-de72-4d01-a663-a942cd7a78d2,452787.88671875,3208.02847993371
18869,06,073,017601,2,060730176012,Block Group 2,0,0,0,NA,NA,0,0,0,4,0,0,0,34,35,0,0,0,3126819d-9690-4825-a5d3-27b9af71e2a4,2808218.03515625,7424.46223442165
18870,06,073,017603,1,060730176031,Block Group 1,0,0,0,NA,NA,0,0,0,5,0,0,0,34,35,0,0,0,9a4e1c0e-9705-4984-b75f-b769dfea0e5e,1258109.04296875,6060.79715384398
18871,06,073,017603,2,060730176032,Block Group 2,0,0,0,NA,NA,0,0,0,5,0,0,0,34,35,0,0,0,6420c91e-513b-434e-9796-bf70f3403f2a,1101120.26171875,5529.96880723112
18872,06,073,017604,2,060730176042,Block Group 2,0,0,0,NA,NA,0,0,0,3,1.06,0,0,34,55,0,0,0,c8b9991d-051b-449f-ad3c-77e407da7631,1896048.03515625,7797.07571752485
18873,06,007,002000,5,060070020005,Block Group 5,1,0,1.23,AL, ,1,0,3,3,4.73,33,33.33,84,68,37.42,18,100,8eab8fe6-e97a-4a28-a6be-987d49e42e63,2383392.74609375,6412.56368640201
18874,06,007,002000,6,060070020006,Block Group 6,1,1,1.23,AL,AL,1,1,4,4,12.48,34,37.5,84,77,60.84,27,100,e874e662-e002-413f-aeed-286f28e15b9c,1199058.8671875,5260.77648434005
18875,06,007,002100,1,060070021001,Block Group 1,1,1,1.23,AL,AL,1,2,5,5,0,43,40,86,1,64.9,28,100,0a058d43-b0f8-47b5-88c9-b5abb678d67d,2703114.8125,7577.48347865102
18876,06,007,002100,2,060070021002,Block Group 2,0,1,0, ,AL,0,3,4,4,0,24,37.5,82,38,18.75,10,100,d37599d4-218c-47f8-9d54-40211d48e766,1302747.0703125,4835.01659979396
18877,06,007,002100,3,060070021003,Block Group 3,0,1,0, ,AL,0,3,3,3,0,15,50,77,1,25,11,100,66164ab3-46ad-49fb-9b16-98831dfe520c,1257954.5625,6529.33945351547
18878,06,073,017401,1,060730174011,Block Group 1,0,0,0, , ,0,0,2,4,0,0,0,20,20,0,0,50,9ec1512a-cbbf-44e4-bfe1-46f0b721b3b9,2682624.76171875,9353.512757937
18879,06,061,020715,2,060610207152,Block Group 2,0,0,0, , ,0,0,2,2,0.01,7,0,68,40,0,0,100,0ab42666-ca2d-4d1a-82b3-61db96a82765,1213729.46484375,4790.55806540693
18880,06,073,017401,3,060730174013,Block Group 3,0,0,0, , ,0,0,2,2,0,0,0,20,20,0,0,100,7b92f50c-d7ac-40a2-9922-7ba611960e39,468032.3125,3021.41134418193
18881,06,073,017403,2,060730174032,Block Group 2,0,0,0, , ,0,0,2,3,0,0,0,20,20,0,0,66.67,71b7c690-f21f-44ba-a175-0dcbba7b035b,2170578.06640625,6632.7783406513
18882,06,073,017403,3,060730174033,Block Group 3,0,0,0,NA,NA,0,0,0,1,6.8,0,0,34,72,0,0,0,7756c601-3795-4585-9d0b-e1d086fbc9bc,1225058.0234375,4350.46704424695
18883,06,065,044300,2,060650443002,Block Group 2,1,0,1.63,CR6, ,2,0,4,4,6.29,1,50,42,71,58.16,25,100,fa8b8020-b121-4204-a9d9-5ffd6c296a27,3327854.5,9524.24454831599
18884,06,065,044505,1,060650445051,Block Group 1,1,0,1.26,CR6, ,5,0,5,8,0.86,12,62.5,75,54,70.34,29,62.5,ca5e3ca7-1857-4d49-ad40-23fd9e70e827,10458938.515625,17209.4661156365
18885,06,065,044505,2,060650445052,Block Group 2,1,1,1.27,CR6,CR6,4,1,6,7,0.77,4,64.29,61,53,104.59,37,85.71,21135f66-a9d8-4f0b-b6fe-3034e73aec6a,6654350.14453125,13555.2832499255
18886,06,065,044509,1,060650445091,Block Group 1,2,1,1.25,"CR6; ALPHA",ALPHA,2,0,2,3,7.9,25,66.67,82,74,174.97,58,66.67,f84fcb23-4ec9-4464-afa4-3b06e265680b,3309758.03125,9641.45623551349
18887,06,099,003803,2,060990038032,Block Group 2,3,2,1.5,"NO3N; TCPR123; ALPHA","NO3N; AS",2,0,4,4,242.81,106,50,92,94,207.48,62,100,c60af7f0-4c29-4cdf-8211-2dad79b7097c,1606202.24609375,6698.21438408224
18888,06,099,003904,1,060990039041,Block Group 1,0,0,0, , ,0,0,1,1,9.32,7,0,69,75,0,0,100,38ccd84d-8419-4135-9891-3b64c9bfec27,749787.7109375,3455.69595583092
18889,06,099,003904,2,060990039042,Block Group 2,2,2,1.11,"TCPR123; NO3N","AS; NO3N",1,1,3,3,30.53,54,50,88,84,155.55,51,100,010e4717-613f-485d-ac76-a743549bf207,1136371.28125,4952.53257431177
18890,06,099,003904,3,060990039043,Block Group 3,3,2,1.5,"NO3N; TCPR123; ALPHA","NO3N; AS",2,0,3,3,179.97,83,66.67,91,93,276.64,72,100,c7d62b0a-941e-4fe0-9efd-123605fb2cf5,1307883.55859375,5717.92743202803
18891,06,065,044911,1,060650449111,Block Group 1,1,2,1.28,CR6,"CR6; NO3N",2,1,7,7,0,18,35.71,79,16,75.98,30,100,c4f7f803-2afb-4a0a-bc14-19c638f8ba15,4047904.78515625,11256.663479725
18892,06,043,000301,3,060430003013,Block Group 3,1,2,1.66,AS,"AS; TCPR123",9,0,13,25,1130.18,1104,36,100,99,77.98,30,52,bd1dbf19-f429-45cc-82a8-27bc960ae0a8,56113627.1757813,42231.7857844039
18893,06,043,000200,2,060430002002,Block Group 2,1,0,1.29,SE, ,8,0,8,110,505.91,377,7.27,98,97,8.21,4,7.27,61972f63-9b87-4195-a53d-d775c277f5ae,334359697.660156,109441.621226342
18894,06,043,000200,1,060430002001,Block Group 1,1,1,1.66,AS,AS,12,0,13,106,437.8,96,11.32,91,96,18.86,10,12.26,83cb5432-1783-4d0d-ae46-41662094a3da,289701725.207031,114433.475377291
18895,06,007,002100,5,060070021005,Block Group 5,0,1,0, ,AL,0,3,4,4,2.95,32,37.5,84,64,18.75,10,100,3ed43630-0efa-4122-a29d-287d21017982,2203551.5390625,6346.79549866293
18896,06,007,002200,1,060070022001,Block Group 1,0,1,0, ,AL,0,2,4,4,10.37,24,25,82,76,12.5,6,100,70487d6c-53a1-4f6f-b835-f7c3f2d36dcb,4298235.27734375,9791.80751815946
18897,06,007,002200,3,060070022003,Block Group 3,0,1,0, ,AL,0,2,3,4,50.08,35,25,85,87,12.5,6,75,9bf22faa-4a3a-4ae1-a978-a7ab29bd35dc,2130426.95703125,7794.77268955756
18898,06,007,002300,3,060070023003,Block Group 3,0,0,0, , ,0,0,5,5,6.87,40,0,86,72,0,0,100,90c42543-d5ec-4a36-87b5-2676f0d4a9a6,5821070.7578125,13619.5019860236
18899,06,073,017501,3,060730175013,Block Group 3,0,0,0, , ,0,0,1,4,0,0,0,20,20,0,0,25,07ba9734-a982-4a99-8f43-974c781efe60,866115.9765625,4411.54941116791
18900,06,073,017502,1,060730175021,Block Group 1,0,0,0,NA,NA,0,0,0,2,2.18,0,0,34,61,0,0,0,312b5dc4-aa14-4f5f-acd5-9b890629620f,1303089.9921875,6330.22702733556
18901,06,073,017502,2,060730175022,Block Group 2,0,0,0, , ,0,0,1,2,0.11,0,0,20,44,0,0,50,f635bb51-4829-4d76-a0d4-926be0807348,740874.67578125,4663.78078246357
18902,06,073,017501,2,060730175012,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,34,35,0,0,0,b6a76376-7d5d-4c62-93d5-0331f0a67999,1571278.66015625,5955.7875397851
18903,06,065,044602,1,060650446021,Block Group 1,0,0,0, , ,0,0,2,3,0,0,0,16,16,0,0,66.67,f5f1724c-6507-40c7-9307-c7cfa711e1f4,731575.59375,3886.45730659908
18904,06,065,044602,2,060650446022,Block Group 2,0,0,0, , ,0,0,3,3,0.9,0,0,16,54,0,0,100,a81b62b3-7f68-4615-b0ac-76945a1bfd1e,1888778.375,5810.04631262551
18905,06,065,044604,1,060650446041,Block Group 1,0,0,0, , ,0,0,2,5,0,2,0,51,16,0,0,40,84da6784-9841-4e8a-991f-39858a45facd,2661778.1484375,7166.49843157661
18906,06,065,044604,2,060650446042,Block Group 2,0,0,0, , ,0,0,3,5,0,1,0,42,16,0,0,60,afc5cc3f-69f8-4cbb-960c-88ced1fc3d12,1897747.97265625,5886.98630774609
18907,06,099,003906,1,060990039061,Block Group 1,1,2,1.81,TCPR123,"TCPR123; NO3N",1,0,1,1,17.04,15,100,78,80,218.15,64,100,a78349fe-094b-4dd8-82c7-bb0ab27e0894,621457.96484375,3958.22181326048
18908,06,013,355108,2,060133551082,Block Group 2,0,0,0,NA,NA,0,0,0,4,37.9,1,0,45,85,0,0,0,85ce5837-2a64-4332-a5d7-142b130cf147,2458490.640625,7203.70364151557
18909,06,099,003906,2,060990039062,Block Group 2,1,2,1.81,TCPR123,"TCPR123; NO3N",1,0,2,2,24.59,22,50,81,83,109.07,38,100,1cf41bd8-9065-4972-8060-abeaebabc332,861169.25390625,3634.69304462172
18910,06,099,003907,2,060990039072,Block Group 2,1,2,1.81,TCPR123,"TCPR123; NO3N",1,0,1,1,27.11,15,100,78,83,218.15,64,100,b21aecc8-77ed-4330-b11d-88108f064ffb,1544859.8203125,5073.93164894828
18911,06,099,003907,3,060990039073,Block Group 3,1,2,1.81,TCPR123,"TCPR123; NO3N",1,0,1,1,26.57,15,100,78,83,218.15,64,100,366d41c0-383f-4887-bf35-283d64b4e13f,940241.4765625,4297.16615881412
18912,06,099,003907,4,060990039074,Block Group 4,4,4,4.12,"TCPR123; NO3N; ALPHA; U","TCPR123; NO3N; ALPHA; AS",3,0,4,4,55.58,53,75,88,88,480.9,87,100,08619015-7de7-4bef-bd9c-309ed6d2eacd,1812685.16796875,6262.92095869125
18913,06,099,003908,2,060990039082,Block Group 2,1,3,4.61,TCPR123,"TCPR123; AS; NO3N",2,0,2,2,71.94,19,100,80,89,296.08,73,100,0fb2346a-5afd-4951-9845-d3a5778f6d66,729905.47265625,3845.11819012148
18914,06,099,003909,1,060990039091,Block Group 1,3,3,4.09,"TCPR123; AS; NO3N","AS; TCPR123; NO3N",3,0,3,3,62.21,30,100,84,88,490.91,88,100,70a52722-452c-4b8e-87cf-e81cfeff162b,1184935.44921875,6380.22309007728
18915,06,099,003904,4,060990039044,Block Group 4,4,4,2.28,"NO3N; ALPHA; TCPR123; U","NO3N; AS; ALPHA; TCPR123",4,0,5,5,198.67,120,80,93,93,498.24,88,100,80c76369-649b-4421-943e-07641d6496c3,2620712.2265625,7328.0158359447
18916,06,099,003905,2,060990039052,Block Group 2,4,4,4.12,"TCPR123; NO3N; ALPHA; U","TCPR123; NO3N; ALPHA; AS",3,0,4,4,38.53,53,75,88,86,480.9,87,100,28641ccc-2f03-4ded-b2d0-2823f6feafaf,1345296.421875,5257.9978864089
18917,06,099,003909,2,060990039092,Block Group 2,3,2,4.66,"TCPR123; AS; NO3N","AS; NO3N",2,0,2,2,21.54,15,100,78,82,446.6,85,100,656eca2c-2292-4d48-a7be-ed0bc650c031,1289018.21484375,4970.23308558755
18918,06,099,003909,4,060990039094,Block Group 4,1,3,4.61,TCPR123,"TCPR123; AS; NO3N",2,0,2,2,9.33,19,100,80,75,296.08,73,100,f25d27bf-11d6-425b-b047-e4d1cdb5a4e5,634021.09765625,3293.21865115946
18919,06,099,002902,3,060990029023,Block Group 3,4,2,1.75,"DBCP; TCPR123; AS; NO3N","NO3N; AS",4,0,4,4,59.59,66,100,89,88,517.47,89,100,a03f1943-74f5-4c8d-b066-7b15ecd43860,761202.54296875,4156.81043013464
18920,06,099,003201,3,060990032013,Block Group 3,2,2,1.81,"CR6; TCPR123","TCPR123; NO3N",5,0,7,7,156.21,187,71.43,95,92,227.24,66,100,fa20d6fb-01aa-4632-b9d0-de854cda73c3,6258219.59765625,10252.4623609829
18921,06,093,000300,3,060930003003,Block Group 3,2,1,1.35,"NO3N; AS",AS,6,0,37,290,1077.25,458,2.07,99,99,5.45,2,12.76,acc8d62c-4b06-4ad6-8ef9-d3e773dec19d,1128408938.49609,190910.960266434
18922,06,065,044911,2,060650449112,Block Group 2,1,2,1.26,CR6,"CR6; NO3N",3,2,5,5,1.4,19,80,80,57,170.12,58,100,6c1bf314-de9e-4ebf-a9a4-cfe4a2f75fc7,4062469.07421875,10838.4334435974
18923,06,093,000800,3,060930008003,Block Group 3,2,0,1.65,"AS; CR6", ,2,0,71,988,277.72,230,0.2,96,94,0.44,1,7.19,0ed1efe2-dccf-4053-9f80-f8262a7a7209,3706703558.25391,431033.527195924
18924,06,093,000900,4,060930009004,Block Group 4,1,0,4.4,AS, ,11,0,70,154,1268.39,330,7.14,97,100,10.28,5,45.45,5c2dd2ca-b837-443f-b85d-7e5d16d95d32,559351315.09375,138446.754631271
18925,06,093,000300,1,060930003001,Block Group 1,1,1,1.45,NO3N,AS,4,0,56,307,842.39,756,1.3,100,99,2.14,1,18.24,580d5c28-7660-4c86-8f2b-59b9fd0b6e98,1197515758.42578,170611.263675532
18926,06,093,001000,1,060930010001,Block Group 1,0,0,0, , ,0,0,2,2,67.46,45,0,86,89,0,0,100,6ff994dc-7715-4089-b1e1-d18edef70e07,2186044.01171875,7724.25396991337
18927,06,093,000701,1,060930007011,Block Group 1,2,1,1.42,"NO3N; HG",AS,4,0,33,41,556.8,421,9.76,98,97,25.78,15,80.49,555453a7-c545-4470-a194-9e5b6fd6bb74,108285831.261719,64523.663074046
18928,06,093,000500,2,060930005002,Block Group 2,0,0,0,NA,NA,0,0,0,13,89.03,28,0,83,90,0,0,0,52e957bb-b8e2-4ae0-a1dc-19e7ba4f9c26,13893530.3203125,33026.6996084248
18929,06,093,001000,5,060930010005,Block Group 5,0,0,0, , ,0,0,5,83,1195.55,864,0,100,100,0,0,6.02,911b1eff-c3af-470d-97e1-a2db580fb9eb,244373989.769531,91211.3879223287
18930,06,093,000703,3,060930007033,Block Group 3,0,0,0, , ,0,0,6,9,133.07,85,0,91,92,0,0,66.67,e43ff4de-c41f-4270-ad0d-2e86a4e22037,7047013.328125,22364.1504829043
18931,06,093,000100,1,060930001001,Block Group 1,0,0,0, , ,0,0,37,428,235.43,68,0,89,94,0,0,8.64,9c04c94c-fa7e-49e6-ac01-4c4b65f3fbbc,1629326384.66406,237501.414151643
18932,06,093,001000,4,060930010004,Block Group 4,0,0,0, , ,0,0,25,137,1574.88,1282,0,100,100,0,0,18.25,706c1d76-0b47-4d9e-b432-df7f8749bf14,468282317.234375,147392.24974669
18933,06,093,000600,1,060930006001,Block Group 1,0,0,0, , ,0,0,50,278,906.2,543,0,99,99,0,0,17.99,586295ed-9764-4ff9-88e1-43fadc762c58,988656514.84375,212142.633369814
18934,06,093,000500,1,060930005001,Block Group 1,0,0,0, , ,0,0,12,669,471.87,227,0,96,96,0,0,1.79,53b67972-9070-4cce-9523-c5e4996bf821,2678614062.54688,353139.850438063
18935,06,093,000701,3,060930007013,Block Group 3,1,0,1.41,HG, ,3,0,23,101,1085.88,399,2.97,98,99,3.39,2,22.77,f94246ff-c91a-4fa3-8cfa-5dc6863eedb7,342789566.632813,104231.588063115
18936,06,093,000701,4,060930007014,Block Group 4,0,0,0, , ,0,0,21,76,452.02,112,0,92,96,0,0,27.63,241cecac-18a2-449c-847d-83328fe3b817,226037373.464844,111932.451093025
18937,06,093,000702,2,060930007022,Block Group 2,0,0,0, , ,0,0,18,23,617.57,293,0,97,97,0,0,78.26,f846951d-6c4b-4fb3-9b7e-cc2c9ecced17,59500056.390625,51176.8642060337
18938,06,041,110100,3,060411101003,Block Group 3,0,0,0,NA,NA,0,0,0,3,0,24,0,82,31,0,0,0,f8f5aed2-9b62-4242-91ca-26835152aba7,1442339.2890625,6810.30647037425
18939,06,093,000703,2,060930007032,Block Group 2,0,0,0, , ,0,0,2,2,36.05,19,0,80,85,0,0,100,9d9ab077-dc7f-4943-9ff0-89184a3afa4b,1350258.5234375,6133.71716280542
18940,06,093,000300,2,060930003002,Block Group 2,1,2,1.45,NO3N,"AS; NO3N",2,1,23,79,389.21,628,3.16,99,96,6.79,4,29.11,63f8c589-2891-4e6d-899b-0ac5b0a4cba3,259584452.125,79752.3222313412
18941,06,093,000400,1,060930004001,Block Group 1,0,0,0, , ,0,0,51,258,363.97,417,0,98,95,0,0,19.77,7044756c-a556-412a-b3db-68b525d1a264,970113510.726563,164139.881456926
18942,06,089,012302,1,060890123021,Block Group 1,0,0,0, , ,0,0,14,21,300.63,354,0,98,95,0,0,66.67,86abd279-f3b3-491f-8098-6dfff5eb875d,39604481.0585938,30977.9667729849
18943,06,089,012701,2,060890127012,Block Group 2,0,0,0, , ,0,0,4,6,40.86,17,0,79,86,0,0,66.67,8d6f24c4-7b95-4b69-88fb-99a932b7e6f1,4549948.66796875,12226.9605319174
18944,06,089,012701,3,060890127013,Block Group 3,0,0,0, , ,0,0,7,7,2.8,17,0,79,63,0,0,100,21954255-8a58-46a7-9d71-acd9333d4872,7314156.55078125,15224.6646477424
18945,06,089,011300,1,060890113001,Block Group 1,0,0,0, , ,0,0,2,4,23.83,102,0,92,82,0,0,50,5476528a-06b5-47c8-a654-8b566f49868e,1735178.45703125,5375.21287180948
18946,06,065,044701,1,060650447011,Block Group 1,0,0,0, , ,0,0,3,3,11.36,1,0,42,77,0,0,100,4d9c9222-b159-4187-9c39-1f7e20c411ed,2169037.01171875,6109.93640175357
18947,06,065,044701,2,060650447012,Block Group 2,0,0,0, , ,0,0,3,3,4.95,1,0,42,69,0,0,100,413260b1-7343-4dae-8814-2447d8527656,1617592.53515625,5554.50612916675
18948,06,065,044804,1,060650448041,Block Group 1,0,1,0, ,ALPHA,0,1,8,8,2.08,3,6.25,57,61,3.12,1,100,53332615-356b-4ca2-83e3-cb9c2f9493c1,3808302.82421875,7832.98098659185
18949,06,065,044805,1,060650448051,Block Group 1,0,0,0, , ,0,0,4,4,0.83,0,0,16,53,0,0,100,c3dadf9e-5d74-432f-a28a-c43e9a1d2f3e,1874788.09375,5796.74711655765
18950,06,065,044806,1,060650448061,Block Group 1,0,0,0, , ,0,0,5,5,0.52,1,0,42,50,0,0,100,490be39f-be9f-464e-919c-c697fedd66f1,1881392.640625,5811.23470573472
18951,06,007,002500,1,060070025001,Block Group 1,0,0,0, , ,0,0,3,3,5.17,8,0,70,69,0,0,100,35b641d1-49a3-4ba6-a4ce-308f59ddb79c,2595503.15625,9985.66889741491
18952,06,007,002500,2,060070025002,Block Group 2,0,0,0, , ,0,0,3,3,1.68,15,0,77,59,0,0,100,ed180330-613f-4ea3-b2d2-7a04af1aa9ce,1959663.51953125,7930.23604582099
18953,06,007,002500,3,060070025003,Block Group 3,0,0,0, , ,0,0,3,3,1.56,7,0,68,58,0,0,100,390554eb-68e3-443f-be7f-645d2abc1992,1264930.84375,6666.8594692624
18954,06,007,002700,2,060070027002,Block Group 2,0,0,0, , ,0,0,2,5,0.93,15,0,77,54,0,0,40,de4d1a8a-3a47-4c8a-8434-ae96a1023736,3169008.71875,9362.33587988216
18955,06,007,002700,3,060070027003,Block Group 3,0,0,0,NA,NA,0,0,0,1,0.9,2,0,53,54,0,0,0,22fa72fe-07dd-49a3-b28b-48a6967fd1a7,944739.484375,5250.44784704628
